Time_s,rpm,speed_kph,throttle_pos,engine_load,coolant_temp_C,coolant_pressure_PSI,intake_air_temp_C
448,2302.75,35.79,11.1,18.58,74.58,13.54,29.12
449,2306.07,35.68,9.66,18.8,74.57,13.5,28.98
450,2321.0,35.73,9.71,19.26,74.59,13.61,28.73
451,2313.21,35.71,9.62,19.12,74.63,13.54,28.62
452,2327.07,35.75,10.86,20.01,74.65,13.57,28.71
453,2343.33,35.91,12.07,19.51,74.65,13.43,28.79
454,2329.62,36.11,12.28,19.02,74.65,13.51,28.86
455,2362.49,35.86,13.03,18.09,74.66,13.48,28.84
456,2367.63,35.77,12.62,18.26,74.69,13.51,28.8
457,2349.61,35.91,13.34,18.64,74.69,13.42,28.75
458,2354.39,35.85,13.09,17.07,74.7,13.47,28.78
459,2367.75,35.94,13.72,17.84,74.68,13.48,28.82
460,2369.17,35.7,14.31,18.63,74.69,13.55,28.78
461,2362.59,35.68,14.46,17.14,74.68,13.41,28.84
462,2283.6,35.7,13.44,14.72,74.68,13.38,28.75
463,2264.12,35.66,12.76,15.86,74.67,13.49,28.62
464,2280.43,35.7,13.11,15.38,74.68,13.56,28.55
465,2261.65,35.73,13.54,15.41,74.69,13.53,28.65
466,2274.71,35.64,13.32,14.3,74.69,13.53,28.64
467,2292.95,35.57,12.74,14.25,74.68,13.5,28.67
468,2289.19,35.63,12.66,14.77,74.69,13.57,28.8
469,2252.24,35.55,12.17,15.55,74.72,13.52,28.97
470,2240.47,35.54,11.74,16.05,74.76,13.51,29.0
471,2258.76,35.49,13.14,15.86,74.77,13.54,29.1
472,2285.5,35.41,12.45,14.51,74.78,13.57,29.19
473,2241.28,35.29,12.61,15.01,74.76,13.62,29.14
474,2245.95,35.27,12.47,14.83,74.79,13.53,29.17
475,2218.36,35.22,11.24,13.95,74.75,13.6,29.05
476,2224.54,35.11,10.1,14.67,74.77,13.56,29.08
477,2225.25,35.16,10.05,13.85,74.78,13.56,28.99
478,2276.76,35.32,8.57,14.24,74.74,13.56,28.97
479,2263.99,35.31,10.18,14.52,74.74,13.54,29.0
480,2276.71,33.97,9.85,13.67,74.74,13.6,29.0
481,2275.61,32.05,9.45,14.53,74.74,13.65,29.1
482,2244.24,30.92,10.41,14.07,74.74,13.47,29.1
483,2211.3,28.89,10.15,13.79,74.74,13.65,28.97
484,2175.68,28.09,10.53,13.39,74.74,13.59,28.92
485,2118.79,26.24,9.87,10.9,74.72,13.54,28.8
486,2061.69,25.24,9.75,10.54,74.73,13.35,28.81
487,2086.96,23.52,10.35,11.64,74.72,13.41,28.89
488,2083.58,22.36,9.4,10.67,74.75,13.41,28.9
489,2083.01,21.21,9.64,10.5,74.77,13.38,28.87
490,2080.65,20.41,7.49,9.54,74.79,13.43,28.94
491,2078.33,19.56,8.49,10.55,74.82,13.48,28.93
492,2072.05,18.49,7.91,10.21,74.84,13.44,28.84
493,2039.58,16.94,7.74,10.13,74.84,13.49,28.93
494,1988.57,15.7,7.55,10.0,74.8,13.45,29.01
495,1954.52,14.24,6.66,9.21,74.8,13.41,29.13
496,1916.27,12.51,5.76,10.01,74.83,13.39,29.03
497,1841.2,10.71,6.19,9.05,74.85,13.41,29.13
498,1752.53,9.23,6.58,9.35,74.84,13.31,29.02
499,1677.22,8.28,5.75,9.68,74.85,13.34,29.04
500,1603.69,6.8,6.13,9.3,74.84,13.28,29.05
501,1556.36,5.7,6.46,9.21,74.85,13.37,29.07
502,1494.09,4.39,5.98,9.07,74.84,13.32,28.85
503,1418.39,3.59,4.81,7.96,74.87,13.28,28.79
504,1385.51,3.04,4.75,6.38,74.87,13.33,28.71
505,1302.19,2.56,5.01,6.01,74.88,13.22,28.67
506,1258.68,2.21,4.9,7.09,74.86,13.21,28.92
507,1216.98,2.0,5.16,7.44,74.85,13.11,28.84
508,1179.29,1.66,4.31,6.99,74.83,13.14,28.79
509,1129.9,1.49,6.54,8.16,74.86,13.11,28.74
510,1082.85,1.45,5.18,7.29,74.85,12.99,28.66
511,1039.68,1.29,4.37,6.77,74.86,13.02,28.75
512,1019.03,1.24,4.59,6.42,74.83,12.92,28.9
513,968.27,0.94,6.14,7.1,74.81,12.93,28.84
514,934.63,0.89,5.41,6.25,74.8,12.93,28.82
515,943.97,0.8,4.69,5.79,74.8,12.95,28.75
516,931.22,0.55,4.37,6.25,74.8,12.94,28.9
517,926.75,0.62,5.14,6.8,74.84,12.97,28.98
518,879.35,2.02,5.29,15.12,74.81,12.89,29.02
519,853.89,2.96,6.36,13.22,74.83,12.94,28.96
520,871.97,3.94,7.08,13.82,74.84,12.89,28.83
521,893.76,5.4,8.11,16.96,74.84,12.99,28.83
522,896.61,6.21,8.92,12.44,74.83,12.89,28.94
523,949.47,7.32,10.71,14.56,74.86,12.94,28.77
524,1007.72,8.0,9.83,12.46,74.86,13.0,28.8
525,1035.24,8.44,10.29,11.82,74.86,13.03,28.94
526,1090.59,9.5,10.67,15.38,74.84,13.07,28.99
527,1176.1,10.86,11.72,18.43,74.83,13.0,29.13
528,1253.01,12.24,11.93,19.31,74.82,13.21,29.21
529,1295.78,13.44,12.91,19.62,74.84,13.28,29.18
530,1321.65,14.13,11.57,17.83,74.83,13.29,29.15
531,1379.32,15.09,10.74,19.75,74.82,13.26,29.11
532,1476.8,15.65,10.16,17.01,74.82,13.4,29.03
533,1548.93,16.48,10.18,19.41,74.82,13.34,28.97
534,1595.18,17.61,10.46,20.79,74.85,13.33,29.06
535,1672.32,18.24,9.85,19.49,74.86,13.39,29.01
536,1735.19,18.66,9.0,17.2,74.87,13.38,29.09
537,1731.5,19.01,8.47,16.74,74.88,13.42,29.1
538,1797.47,20.13,7.56,21.36,74.89,13.36,29.03
539,1843.74,20.97,7.75,19.62,74.91,13.51,29.06
540,1874.72,22.1,8.27,21.36,74.92,13.46,28.96
541,1928.23,22.89,8.98,20.86,74.91,13.59,28.99
542,1995.46,24.43,9.8,26.39,74.92,13.59,28.83
543,1958.88,25.79,11.77,25.78,74.93,13.6,28.87
544,1943.47,26.26,12.33,21.82,74.91,13.65,28.67
545,1932.63,27.38,13.11,25.77,74.88,13.65,28.66
546,1951.13,28.29,13.43,25.17,74.87,13.67,28.76
547,1951.12,29.26,13.9,24.62,74.84,13.64,28.79
548,1927.1,29.96,13.59,21.7,74.84,13.5,28.72
549,1934.49,30.51,13.5,21.43,74.83,13.49,28.66
550,1933.86,30.95,14.83,21.37,74.84,13.47,28.63
551,1928.45,31.32,14.42,22.38,74.86,13.49,28.69
552,1974.29,31.58,12.97,20.59,74.87,13.58,28.54
553,2008.32,31.85,13.31,21.37,74.89,13.61,28.64
554,2003.93,32.07,13.73,20.86,74.91,13.58,28.68
555,1994.54,32.16,13.48,20.46,74.91,13.5,28.67
556,2010.09,32.32,11.65,20.6,74.87,13.57,28.71
557,2000.42,32.48,12.55,20.73,74.85,13.54,28.71
558,2014.07,32.56,12.47,19.54,74.86,13.47,28.64
559,2032.92,32.71,12.01,19.46,74.87,13.58,28.47
560,2053.56,32.6,12.71,18.01,74.89,13.57,28.5
561,2072.67,32.76,10.86,18.62,74.95,13.56,28.45
562,2068.51,33.04,10.96,17.19,74.96,13.54,28.43
563,2083.09,33.26,10.51,16.47,74.96,13.53,28.47
564,2120.7,33.33,11.65,16.91,74.97,13.55,28.64
565,2086.17,33.38,11.68,17.38,74.95,13.49,28.69
566,2105.09,33.51,10.85,16.43,74.97,13.54,28.75
567,2091.55,33.48,11.64,16.43,74.97,13.53,28.62
568,2132.09,33.7,9.59,16.37,75.01,13.68,28.68
569,2156.86,33.88,10.11,16.34,74.98,13.65,28.7
570,2177.39,33.87,9.06,15.6,74.99,13.57,28.77
571,2162.54,33.89,8.78,14.93,74.98,13.54,28.74
572,2172.96,34.06,8.77,17.03,74.96,13.56,28.74
573,2184.38,34.04,9.6,16.6,74.98,13.56,28.82
574,2141.16,34.25,11.49,18.76,74.98,13.67,28.83
575,2155.18,34.54,10.05,19.56,75.01,13.58,28.7
576,2177.4,34.64,10.44,19.27,75.0,13.64,28.98
577,2157.49,34.78,12.22,20.6,75.0,13.57,28.94
578,2179.75,34.68,11.53,18.98,75.05,13.57,28.93
579,2189.15,34.73,10.88,18.15,75.03,13.62,28.99
580,2222.34,34.62,10.97,17.81,75.02,13.66,28.94
581,2216.1,34.72,11.57,18.97,74.97,13.62,28.89
582,2223.01,34.79,11.97,17.98,74.96,13.68,28.87
583,2232.23,34.8,11.48,17.97,74.98,13.7,28.82
584,2176.78,34.76,10.68,17.6,74.99,13.53,28.77
585,2178.82,34.92,11.74,18.83,75.0,13.63,29.03
586,2189.73,35.01,10.99,18.22,74.99,13.55,28.98
587,2151.34,35.25,9.48,18.46,74.99,13.54,29.01
588,2179.06,35.38,8.44,17.87,74.99,13.58,28.99
589,2192.55,35.59,8.24,18.81,75.0,13.57,29.03
590,2205.19,35.69,9.67,20.84,75.01,13.57,28.95
591,2229.53,35.82,8.82,20.72,75.01,13.61,28.84
592,2230.6,36.18,10.35,22.03,75.02,13.57,28.9
593,2241.21,36.23,11.41,19.07,75.02,13.49,28.82
594,2267.95,36.41,11.55,18.93,75.01,13.62,28.88
595,2274.82,36.48,9.41,17.0,75.02,13.56,28.78
596,2243.76,36.68,8.65,17.91,75.0,13.55,28.72
597,2253.59,36.52,8.3,16.35,75.01,13.61,28.69
598,2262.95,36.53,9.88,17.45,74.99,13.48,28.84
599,2287.34,36.47,9.46,16.76,75.0,13.58,28.71
600,2283.2,36.42,8.91,16.92,75.01,13.67,28.79
601,2266.31,36.3,9.19,17.61,75.0,13.61,28.87
602,2250.42,36.14,8.16,16.81,75.02,13.53,28.91
603,2285.65,36.24,8.39,18.05,75.06,13.59,28.78
604,2292.66,36.17,7.93,16.89,75.05,13.69,28.65
605,2321.7,36.21,10.32,17.26,75.05,13.66,28.76
606,2348.3,35.98,9.57,17.32,75.08,13.59,28.69
607,2325.91,35.91,11.16,18.16,75.05,13.66,28.76
608,2304.49,35.89,10.15,18.12,75.06,13.63,28.72
609,2300.07,35.94,10.38,19.17,75.06,13.49,28.79
610,2310.79,35.88,10.75,18.8,75.08,13.61,28.8
611,2279.22,35.77,10.8,18.49,75.08,13.63,28.74
612,2288.91,35.78,10.79,18.32,75.09,13.57,28.62
613,2296.5,35.78,11.41,18.78,75.09,13.6,28.72
614,2272.81,35.82,11.63,18.86,75.11,13.48,28.65
615,2253.04,35.86,11.36,18.73,75.09,13.5,28.38
616,2266.52,35.88,10.71,17.93,75.11,13.61,28.49
617,2309.49,35.67,10.51,17.1,75.12,13.65,28.42
618,2298.77,35.55,10.32,16.36,75.08,13.61,28.46
619,2300.84,35.37,10.13,16.69,75.09,13.61,28.65
620,2282.8,35.17,10.18,16.65,75.1,13.52,28.66
621,2282.91,35.05,9.03,15.91,75.09,13.49,28.76
622,2266.23,35.17,8.36,16.85,75.07,13.54,28.79
623,2258.95,35.11,9.18,17.57,75.08,13.49,28.92
624,2306.12,35.08,7.46,16.73,75.08,13.52,28.85
625,2302.83,35.44,8.86,18.64,75.09,13.44,28.84
626,2266.19,35.4,8.52,16.94,75.09,13.45,28.89
627,2278.45,35.32,10.01,17.56,75.07,13.6,28.93
628,2299.05,35.31,10.99,17.9,75.12,13.49,29.0
629,2308.59,35.44,10.7,19.4,75.12,13.51,28.88
630,2300.37,35.54,10.5,18.87,75.12,13.54,29.12
631,2277.68,35.36,11.73,18.88,75.16,13.49,29.39
632,2258.46,35.32,12.57,19.18,75.18,13.51,29.4
633,2255.66,35.27,13.09,21.7,75.2,13.58,29.37
634,2249.71,35.25,13.7,21.59,75.23,13.54,29.46
635,2239.07,35.03,12.46,21.54,75.24,13.54,29.34
636,2264.26,34.86,12.37,21.19,75.26,13.53,29.21
637,2280.5,34.93,11.54,21.54,75.28,13.58,29.28
638,2300.56,34.82,10.49,20.42,75.28,13.59,29.32
639,2277.09,34.85,10.58,20.92,75.31,13.6,29.31
640,2253.36,34.75,10.18,20.21,75.33,13.62,29.25
641,2252.28,34.69,10.02,20.31,75.29,13.62,29.07
642,2258.4,34.76,9.65,19.88,75.31,13.55,29.13
643,2257.28,34.88,8.73,19.07,75.31,13.61,29.07
644,2262.97,35.0,10.27,18.25,75.31,13.69,29.14
645,2293.57,35.15,10.44,18.87,75.29,13.69,29.22
646,2284.88,35.33,9.33,18.17,75.29,13.62,29.29
647,2298.05,35.35,9.56,19.0,75.28,13.76,29.26
648,2305.49,35.59,10.94,20.4,75.3,13.75,29.14
649,2304.34,35.7,11.67,20.77,75.3,13.73,29.18
650,2317.55,35.87,11.19,21.81,75.27,13.75,29.29
651,2300.46,36.23,10.87,22.36,75.26,13.63,29.39
652,2281.41,36.24,10.04,19.22,75.26,13.61,29.63
653,2291.96,36.11,9.46,18.75,75.28,13.66,29.43
654,2259.21,36.05,8.99,19.17,75.29,13.65,29.41
655,2273.1,36.0,7.93,20.36,75.28,13.62,29.36
656,2251.34,35.82,7.79,19.04,75.29,13.66,29.34
657,2286.17,35.94,8.36,19.97,75.33,13.71,29.34
658,2278.5,36.0,8.23,18.95,75.36,13.71,29.36
659,2309.57,36.11,8.65,19.17,75.33,13.68,29.44
660,2303.98,36.15,10.12,20.49,75.38,13.56,29.28
661,2305.6,37.3,12.19,27.31,75.41,13.63,29.19
662,2337.79,38.71,12.68,28.05,75.45,13.68,29.07
663,2361.23,39.84,13.75,27.08,75.43,13.75,29.03
664,2382.36,41.18,14.02,28.96,75.44,13.68,28.93
665,2397.4,41.78,13.64,24.13,75.46,13.77,28.87
666,2417.31,42.94,13.09,26.95,75.45,13.85,28.81
667,2493.23,43.54,13.29,24.2,75.47,13.86,28.77
668,2482.52,44.16,14.29,23.7,75.5,13.86,28.84
669,2489.43,45.35,13.6,27.42,75.51,13.85,28.75
670,2548.91,46.35,13.7,26.47,75.55,13.98,28.88
671,2602.38,46.91,13.54,25.14,75.57,13.97,28.88
672,2612.87,47.65,13.96,26.73,75.55,14.06,28.86
673,2609.46,48.33,14.34,26.39,75.54,14.04,28.77
674,2674.55,49.58,15.2,30.39,75.57,14.09,28.8
675,2610.65,50.22,16.77,25.68,75.56,14.04,28.88
676,2568.35,50.78,15.94,24.75,75.59,13.96,28.94
677,2549.3,52.2,15.61,29.8,75.61,14.0,29.0
678,2514.2,53.3,16.1,28.1,75.63,13.91,28.95
679,2524.92,53.54,17.08,23.38,75.62,13.96,29.02
680,2519.04,54.29,15.9,27.12,75.64,13.98,29.0
681,2498.95,54.98,16.26,26.76,75.68,13.95,29.1
682,2484.93,55.39,16.02,24.33,75.68,14.06,29.15
683,2518.47,56.25,16.88,26.42,75.7,13.94,29.27
684,2517.57,56.56,17.22,23.13,75.74,13.97,29.15
685,2536.27,56.95,17.09,23.04,75.75,13.94,29.01
686,2542.59,57.52,17.44,23.59,75.75,13.88,28.99
687,2514.52,57.87,16.73,21.98,75.75,13.96,28.94
688,2537.28,57.19,17.07,21.1,75.72,13.92,28.81
689,2556.83,55.55,17.81,22.17,75.7,13.95,28.86
690,2582.89,54.11,17.43,21.17,75.71,14.02,28.89
691,2523.2,52.41,16.65,20.64,75.74,13.92,28.85
692,2437.88,50.52,16.13,20.34,75.73,13.87,28.86
693,2510.09,49.09,16.38,21.18,75.76,13.93,28.75
694,2539.58,47.65,15.92,22.25,75.78,13.94,28.87
695,2540.84,46.38,14.56,20.76,75.77,13.93,28.79
696,2563.68,44.82,15.03,20.29,75.77,14.01,28.61
697,2562.59,43.2,13.87,19.3,75.75,13.98,28.66
698,2535.99,41.64,13.93,19.44,75.77,13.99,28.62
699,2528.28,40.28,12.13,16.68,75.77,13.99,28.8
700,2529.13,39.36,12.07,16.64,75.79,14.06,28.81
701,2518.44,38.75,11.87,15.37,75.8,14.02,28.88
702,2505.53,38.19,10.16,14.91,75.78,14.06,28.94
703,2496.96,37.74,10.45,16.74,75.8,13.93,28.9
704,2444.1,37.32,9.56,16.94,75.77,13.89,28.88
705,2429.55,37.08,9.7,16.11,75.77,14.05,28.91
706,2421.12,36.82,9.43,15.79,75.76,13.97,28.94
707,2399.24,36.5,8.32,14.75,75.79,13.98,28.84
708,2370.64,36.44,7.67,15.52,75.82,13.87,28.74
709,2346.72,36.35,7.15,13.7,75.83,13.8,28.56
710,2335.36,36.36,8.25,14.04,75.83,13.85,28.63
711,2350.44,36.46,9.16,14.69,75.86,13.68,28.64
712,2376.95,36.56,11.07,14.95,75.85,13.81,28.61
713,2395.28,36.47,10.57,15.76,75.83,13.71,28.48
714,2353.14,36.42,10.1,14.42,75.8,13.85,28.4
715,2329.38,36.5,10.25,14.19,75.8,13.71,28.34
716,2339.65,36.34,9.96,15.15,75.77,13.69,28.25
717,2360.95,36.28,9.52,15.19,75.8,13.63,28.3
718,2332.5,35.99,9.62,15.13,75.79,13.64,28.36
719,2329.82,35.8,10.23,15.06,75.78,13.59,28.54
720,2307.05,36.86,9.07,21.17,75.8,13.63,28.55
721,2324.69,38.43,9.54,24.49,75.83,13.58,28.7
722,2328.25,39.58,9.11,21.65,75.86,13.56,28.56
723,2350.38,39.99,9.37,16.66,75.84,13.65,28.38
724,2347.91,41.0,10.38,20.98,75.81,13.8,28.33
725,2343.44,41.97,11.83,21.24,75.84,13.78,28.27
726,2437.06,42.47,11.67,18.71,75.8,13.78,28.3
727,2464.91,43.63,12.31,23.94,75.78,13.72,28.28
728,2535.87,44.61,11.38,22.73,75.79,13.73,28.09
729,2591.74,45.75,11.3,24.2,75.78,13.89,28.23
730,2581.83,46.47,11.89,23.39,75.79,13.74,28.22
731,2620.86,47.8,11.49,27.65,75.78,13.78,28.11
732,2626.87,48.62,12.97,24.88,75.81,13.77,28.23
733,2654.91,49.07,13.55,22.44,75.83,13.81,28.18
734,2652.09,49.87,13.12,24.47,75.84,13.73,28.31
735,2582.31,50.91,12.41,26.16,75.85,13.78,28.27
736,2540.36,51.94,12.39,25.62,75.84,13.77,28.28
737,2512.16,52.46,11.98,22.49,75.84,13.75,28.36
738,2503.91,53.55,11.66,25.53,75.83,13.6,28.37
739,2480.15,54.72,11.29,25.73,75.87,13.66,28.38
740,2486.33,55.42,11.67,22.38,75.88,13.67,28.42
741,2514.76,56.13,12.79,23.36,75.87,13.71,28.53
742,2526.0,57.0,12.75,24.77,75.91,13.86,28.57
743,2533.72,58.05,13.74,27.5,75.92,13.77,28.54
744,2551.34,58.68,13.82,25.31,75.95,13.83,28.54
745,2536.31,59.81,14.91,28.28,75.98,13.77,28.46
746,2573.57,60.44,14.53,26.48,76.0,13.87,28.59
747,2569.11,61.8,15.44,31.62,75.99,13.95,28.63
748,2622.06,62.22,15.65,26.37,75.99,13.96,28.59
749,2658.42,63.49,17.29,32.36,76.06,14.02,28.68
750,2690.02,64.43,17.98,30.97,76.07,13.98,28.57
751,2724.59,65.84,18.61,33.62,76.07,14.01,28.72
752,2746.49,66.81,17.59,30.72,76.08,14.04,28.69
753,2753.39,67.65,17.38,29.83,76.07,14.0,28.8
754,2758.04,68.1,16.78,27.61,76.09,14.09,28.83
755,2817.35,68.46,16.2,28.0,76.08,14.18,28.74
756,2838.97,69.13,16.5,30.77,76.07,14.13,28.71
757,2837.41,70.03,17.08,32.67,76.09,14.03,28.78
758,2873.34,71.07,17.73,32.68,76.1,14.15,28.87
759,2904.23,71.72,18.9,30.61,76.11,14.24,28.88
760,2920.56,72.36,19.35,29.57,76.12,14.2,28.75
761,2927.69,73.41,18.61,32.75,76.11,14.19,28.65
762,2969.11,73.99,18.86,30.16,76.15,14.3,28.87
763,3013.89,75.0,19.62,33.28,76.18,14.33,28.81
764,2974.19,75.52,20.61,30.16,76.18,14.31,28.96
765,2938.08,76.54,20.64,34.06,76.2,14.18,28.83
766,2891.68,77.17,20.49,31.64,76.2,14.16,28.83
767,2880.1,78.13,21.51,33.95,76.23,14.23,28.88
768,2851.95,79.35,21.86,35.7,76.26,14.13,28.78
769,2815.73,79.78,20.36,30.43,76.29,14.28,28.98
770,2836.06,81.02,19.28,35.0,76.29,14.22,29.06
771,2813.86,81.83,21.01,33.93,76.28,14.17,29.15
772,2779.82,82.71,19.79,34.7,76.25,14.17,29.15
773,2818.46,83.9,20.1,36.96,76.32,14.31,29.26
774,2793.42,84.54,20.95,33.2,76.34,14.17,29.4
775,2802.57,85.77,19.92,36.63,76.38,14.18,29.39
776,2797.43,86.14,19.11,30.68,76.36,14.19,29.5
777,2802.09,86.7,18.36,32.66,76.39,14.24,29.46
778,2866.94,87.1,20.04,33.67,76.37,14.34,29.53
779,2880.41,87.99,21.99,37.82,76.39,14.31,29.52
780,2904.16,88.86,21.55,36.64,76.4,14.25,29.42
781,2935.37,89.39,22.04,34.51,76.41,14.25,29.44
782,2936.17,90.07,22.36,35.37,76.41,14.27,29.5
783,2972.47,90.44,22.02,32.87,76.44,14.28,29.46
784,2990.96,90.82,20.65,32.25,76.44,14.2,29.49
785,3015.96,91.07,22.51,32.45,76.48,14.27,29.51
786,3008.68,91.36,20.9,32.46,76.49,14.33,29.5
787,3026.27,91.52,21.01,32.66,76.51,14.39,29.49
788,3033.11,91.74,20.47,32.77,76.53,14.3,29.44
789,3062.39,91.84,21.24,32.14,76.55,14.34,29.41
790,3054.43,91.79,21.75,30.67,76.56,14.3,29.39
791,3099.35,91.98,20.85,31.93,76.61,14.29,29.3
792,3104.94,92.15,20.19,31.24,76.64,14.27,29.54
793,3100.74,92.31,18.98,30.58,76.6,14.37,29.43
794,3095.22,92.43,19.26,29.96,76.61,14.41,29.32
795,3095.18,92.39,19.88,29.15,76.64,14.35,29.27
796,3082.43,92.34,19.51,29.53,76.64,14.38,29.48
797,3096.85,92.24,19.33,29.5,76.65,14.34,29.41
798,3095.64,92.06,20.89,31.23,76.66,14.23,29.48
799,3134.42,92.21,21.59,31.71,76.7,14.3,29.5
800,3120.48,92.09,22.47,31.99,76.69,14.25,29.5
801,3113.67,91.99,20.4,30.73,76.68,14.31,29.56
802,3101.27,91.9,20.76,30.73,76.7,14.32,29.67
803,3136.74,91.95,20.87,31.56,76.72,14.34,29.64
804,3101.7,92.15,19.85,32.67,76.74,14.28,29.7
805,3101.52,92.08,18.99,31.8,76.75,14.33,29.57
806,3106.4,92.27,18.98,33.6,76.76,14.43,29.57
807,3081.44,92.25,17.98,31.62,76.78,14.37,29.46
808,3134.66,92.14,17.51,32.83,76.8,14.49,29.43
809,3108.83,91.96,17.35,32.84,76.8,14.47,29.3
810,3105.51,91.87,18.04,30.65,76.81,14.42,29.33
811,3135.29,91.8,17.63,30.57,76.81,14.43,29.17
812,3120.05,91.82,17.48,30.25,76.81,14.52,29.2
813,3117.16,91.73,18.51,30.19,76.83,14.47,29.08
814,3104.79,91.81,17.25,30.58,76.81,14.42,29.0
815,3099.65,91.72,17.67,30.4,76.84,14.53,29.12
816,3118.06,91.73,18.18,30.19,76.84,14.55,29.17
817,3103.81,91.62,18.65,31.29,76.85,14.54,29.28
818,3047.06,91.74,18.4,30.59,76.85,14.47,29.43
819,3049.54,91.63,17.67,28.6,76.87,14.34,29.32
820,3054.22,91.69,19.1,28.76,76.91,14.43,29.44
821,3060.4,91.58,18.46,28.61,76.95,14.48,29.36
822,3058.32,91.68,17.73,29.26,76.97,14.51,29.39
823,3042.78,91.62,17.93,28.11,76.98,14.47,29.27
824,3041.7,91.68,17.54,27.97,77.01,14.43,29.13
825,3081.44,91.73,18.61,28.59,76.98,14.45,29.19
826,3080.93,92.03,18.65,29.5,77.0,14.41,29.27
827,3094.58,92.01,19.7,28.84,77.01,14.4,29.35
828,3073.37,92.16,20.13,31.09,76.99,14.4,29.41
829,3069.95,92.24,19.82,30.43,76.99,14.32,29.32
830,3052.0,91.93,20.69,30.41,77.01,14.35,29.38
831,3082.13,91.95,20.07,30.47,77.02,14.34,29.46
832,3051.95,92.14,19.87,32.35,77.05,14.42,29.46
833,3063.66,91.93,20.27,32.73,77.09,14.44,29.46
834,3073.72,92.06,20.45,33.23,77.1,14.5,29.5
835,3081.01,92.07,19.84,32.12,77.09,14.31,29.32
836,3033.98,91.89,18.59,31.89,77.11,14.39,29.3
837,3000.25,92.09,18.78,33.15,77.15,14.27,29.23
838,3014.06,92.23,18.36,31.85,77.18,14.32,29.32
839,3005.21,92.2,18.52,29.56,77.2,14.21,29.45
840,3003.64,92.37,18.38,30.07,77.24,14.31,29.47
841,3006.3,92.3,17.94,29.17,77.25,14.29,29.48
842,2995.97,92.29,17.9,28.81,77.28,14.27,29.6
843,2983.7,92.32,18.04,28.27,77.27,14.21,29.42
844,2997.92,92.37,18.79,28.36,77.24,14.22,29.38
845,2972.62,92.47,19.26,30.15,77.22,14.27,29.43
846,2979.86,92.68,21.1,30.77,77.22,14.21,29.29
847,2978.79,91.46,21.05,29.18,77.23,14.27,29.25
848,2983.89,89.5,20.33,28.42,77.22,14.34,29.33
849,3032.46,88.31,20.07,29.94,77.23,14.3,29.45
850,3003.45,87.14,20.4,28.72,77.25,14.28,29.48
851,3000.31,85.41,21.01,28.25,77.27,14.3,29.54
852,2989.49,84.04,21.81,28.51,77.27,14.32,29.59
853,2981.81,82.65,20.62,28.09,77.3,14.3,29.64
854,2952.95,80.6,21.35,28.93,77.3,14.19,29.62
855,2957.04,79.49,20.93,29.44,77.3,14.36,29.63
856,2940.66,78.15,19.83,28.25,77.3,14.3,29.59
857,2921.52,76.65,19.38,28.07,77.32,14.27,29.71
858,2865.58,77.45,20.53,32.96,77.33,14.21,29.77
859,2849.33,78.07,20.88,31.69,77.35,14.28,29.9
860,2825.57,78.89,19.97,33.26,77.37,14.23,29.83
861,2801.8,80.1,19.38,35.59,77.38,14.23,29.69
862,2787.52,80.68,18.52,32.53,77.36,14.28,29.79
863,2788.6,81.32,18.18,33.11,77.36,14.27,29.83
864,2803.91,82.49,18.81,37.21,77.36,14.25,29.82
865,2830.83,83.45,18.33,33.81,77.36,14.24,29.79
866,2855.12,83.99,18.25,31.47,77.33,14.32,29.77
867,2868.41,85.32,20.06,37.37,77.31,14.36,29.66
868,2878.27,86.08,21.6,35.04,77.34,14.38,29.69
869,2882.59,86.96,22.99,37.38,77.34,14.26,29.8
870,2890.1,87.73,21.54,36.68,77.37,14.29,29.93
871,2888.74,88.43,22.97,35.72,77.37,14.36,29.95
872,2896.06,88.87,22.88,34.55,77.39,14.27,29.84
873,2919.39,89.27,22.77,34.91,77.4,14.29,29.85
874,2965.06,89.7,23.46,34.96,77.42,14.36,29.95
875,2972.07,89.99,23.75,33.95,77.43,14.4,29.79
876,2965.15,90.19,21.91,33.17,77.44,14.37,29.78
877,2995.06,90.36,21.25,32.78,77.48,14.3,29.88
878,2962.4,90.61,20.9,33.72,77.5,14.38,29.91
879,2995.4,90.85,19.81,33.4,77.5,14.4,30.1
880,2975.35,91.0,20.65,31.35,77.47,14.31,30.03
881,3000.78,91.23,21.8,32.37,77.48,14.41,29.96
882,3000.15,91.22,21.56,30.61,77.5,14.41,30.01
883,3015.33,91.16,21.59,31.13,77.51,14.48,29.85
884,3064.89,91.49,21.55,33.62,77.5,14.43,29.78
885,3049.22,91.39,21.42,30.77,77.52,14.45,29.77
886,3031.91,91.2,22.13,31.08,77.54,14.4,29.89
887,3038.36,91.32,20.51,31.6,77.57,14.46,29.91
888,3073.69,91.52,20.9,32.67,77.58,14.47,29.84
889,3077.6,91.56,20.8,32.38,77.63,14.52,29.73
890,3077.97,91.51,20.1,31.02,77.67,14.49,29.79
891,3080.22,91.39,19.64,30.69,77.68,14.47,30.1
892,3059.16,91.4,21.11,29.55,77.69,14.54,30.12
893,3063.91,91.32,19.89,29.98,77.73,14.4,30.1
894,3056.49,91.3,19.71,29.98,77.72,14.46,29.95
895,3085.35,91.49,21.09,31.69,77.72,14.46,29.91
896,3099.03,91.31,19.92,30.13,77.7,14.44,29.85
897,3068.61,91.37,19.55,30.65,77.71,14.4,29.75
